record_id,month,day,year,plot_id,period,diagnostic,length,diameter,recovery_method
16071,5,11,1989,14,Early Pottery Neolithic,base,36,29,Random survey
16072,5,11,1989,5,Early Chalcolithic,rim,22,29,Test pit
16073,5,11,1989,5,Early Bronze Age,base,17,10,Test pit
16074,5,11,1989,8,Early Pottery Neolithic,base,37,45,Random survey
16075,5,11,1989,14,Early Pottery Neolithic,base,37,44,Random survey
16076,5,11,1989,5,Late Neolithic,rim,21,26,Test pit
16077,5,11,1989,8,Early Pottery Neolithic,base,37,47,Random survey
16078,5,11,1989,9,Early Pottery Neolithic,rim,37,43,Trench
16079,5,11,1989,6,Second Millennium,rim,17,10,Stratified survey
16080,5,11,1989,5,Early Bronze Age,rim,17,11,Test pit
16081,5,11,1989,15,Early Bronze Age,rim,17,10,Random stratified survey
16082,5,11,1989,14,Early Pottery Neolithic,rim,37,35,Random survey
16083,5,11,1989,9,Late Neolithic,base,21,16,Trench
16084,5,11,1989,4,Early Pottery Neolithic,base,37,34,Random survey
16085,5,11,1989,9,Early Pottery Neolithic,base,37,48,Trench
16086,5,11,1989,4,Early Pottery Neolithic,rim,39,40,Random survey
16087,5,11,1989,8,Early Pottery Neolithic,base,37,48,Random survey
16088,5,11,1989,3,4th Millennium,rim,30,42,Random stratified survey
16089,6,3,1989,18,Second Millennium,base,17,11,Stratified survey
16090,6,3,1989,21,Early Bronze Age,rim,17,13,Random stratified survey
16091,6,3,1989,17,Early Pottery Neolithic,rim,37,41,Random survey
16092,6,3,1989,16,Early Bronze Age,rim,17,8,Test pit
16093,6,3,1989,22,Early Pottery Neolithic,rim,36,52,Random survey
16094,6,3,1989,16,Early Bronze Age,rim,15,8,Test pit
16095,6,3,1989,24,Early Chalcolithic,rim,20,26,Test pit
16096,6,3,1989,21,4th Millennium,base,29,45,Random stratified survey
16097,6,3,1989,20,Early Bronze Age,base,18,9,Stratified survey
16098,6,3,1989,18,Early Jazira 1,NA,NA,NA,Stratified survey
16099,6,3,1989,24,Pottery Neolithic,rim,33,148,Test pit
16100,6,3,1989,20,Late Neolithic,base,20,16,Stratified survey
16101,6,3,1989,21,Early Bronze Age,NA,NA,NA,Random stratified survey
16102,6,3,1989,17,Middle Chalcolithic,rim,36,49,Random survey
16103,6,3,1989,16,Late Neolithic,base,18,21,Test pit
16104,6,3,1989,18,Early Bronze Age,rim,17,9,Stratified survey
16105,6,3,1989,6,Ninevite V,base,17,18,Stratified survey
16106,6,3,1989,24,Late Neolithic,base,20,21,Test pit
16107,6,3,1989,19,Ninevite V,base,22,20,Random stratified survey
16108,6,3,1989,20,Early Bronze Age,base,16,10,Stratified survey
16109,6,3,1989,12,Pottery Neolithic,rim,29,57,Random survey
16110,6,3,1989,16,Late Neolithic,rim,21,NA,Test pit
16111,6,3,1989,12,Pottery Neolithic,rim,33,126,Random survey
16112,6,3,1989,16,Early Bronze Age,base,17,8,Test pit
16113,6,3,1989,1,Early Pottery Neolithic,base,38,54,Trench
16114,6,3,1989,20,Early Bronze Age,base,16,9,Stratified survey
16115,6,3,1989,23,Early Bronze Age,base,15,8,Test pit
16116,6,3,1989,21,4th Millennium,rim,31,114,Random stratified survey
16117,6,3,1989,17,Early Bronze Age,rim,17,11,Random survey
16118,6,3,1989,1,Middle Chalcolithic,rim,36,43,Trench
16119,6,3,1989,16,Early Bronze Age,rim,17,19,Test pit
16120,6,3,1989,21,Pottery Neolithic,base,32,121,Random stratified survey
16121,6,3,1989,18,Early Jazira 1,NA,NA,NA,Stratified survey
16122,6,3,1989,19,Late Neolithic,rim,20,18,Random stratified survey
16123,6,3,1989,22,Early Pottery Neolithic,rim,37,46,Random survey
16124,6,3,1989,12,Second Millennium,rim,17,12,Random survey
16125,6,3,1989,20,Pottery Neolithic,rim,34,178,Stratified survey
16126,6,3,1989,1,Early Bronze Age,rim,16,10,Trench
16127,6,3,1989,18,Ninevite V,rim,21,18,Stratified survey
16128,6,3,1989,18,Early Jazira 1,NA,NA,NA,Stratified survey
16129,6,3,1989,22,Halaf,base,54,130,Random survey
16130,6,3,1989,17,Early Bronze Age,rim,16,10,Random survey
16131,6,3,1989,6,Second Millennium,rim,17,10,Stratified survey
16132,6,3,1989,17,Middle Chalcolithic,base,35,58,Random survey
16133,6,3,1989,17,Early Bronze Age,base,16,7,Random survey
16134,6,3,1989,1,Middle Chalcolithic,rim,35,41,Trench
16135,6,3,1989,20,Early Pottery Neolithic,base,36,26,Stratified survey
16136,6,3,1989,18,Early Bronze Age,base,16,10,Stratified survey
16137,6,3,1989,16,Early Bronze Age,base,15,10,Test pit
16138,6,3,1989,19,Late Neolithic,base,20,22,Random stratified survey
16139,6,3,1989,17,4th Millennium,rim,27,32,Random survey
16140,6,3,1989,18,Ninevite V,rim,20,23,Stratified survey
16141,6,3,1989,22,Late Neolithic,base,22,23,Random survey
16142,6,3,1989,21,Early Bronze Age,rim,16,10,Random stratified survey
16143,6,3,1989,12,Early Pottery Neolithic,base,37,47,Random survey
16144,6,3,1989,20,Early Bronze Age,rim,16,8,Stratified survey
16145,6,3,1989,24,Early Bronze Age,base,17,10,Test pit
16146,6,3,1989,20,Early Chalcolithic,base,21,28,Stratified survey
16147,6,3,1989,1,Late Neolithic,base,20,18,Trench
16148,6,3,1989,22,Late Neolithic,rim,20,21,Random survey
16149,6,3,1989,20,Early Chalcolithic,rim,20,24,Stratified survey
16150,6,3,1989,19,Late Neolithic,base,20,21,Random stratified survey
16151,6,3,1989,24,Pottery Neolithic,rim,34,141,Test pit
16152,6,3,1989,19,4th Millennium,rim,28,95,Random stratified survey
16153,6,3,1989,22,Halaf,rim,47,113,Random survey
16154,6,3,1989,20,Early Bronze Age,base,16,8,Stratified survey
16155,6,3,1989,17,Early Bronze Age,base,16,10,Random survey
16156,6,4,1989,4,Early Pottery Neolithic,base,37,46,Random survey
16157,6,4,1989,7,Early Bronze Age,rim,17,9,Test pit
16158,6,4,1989,3,4th Millennium,base,32,67,Random stratified survey
16159,6,4,1989,3,Early Bronze Age,rim,16,8,Random stratified survey
16160,6,4,1989,4,Late Chalcolithic 3-5,NA,NA,NA,Random survey
16161,6,4,1989,8,Early Pottery Neolithic,base,36,34,Random survey
16162,6,4,1989,14,Early Pottery Neolithic,base,37,51,Random survey
16163,6,4,1989,2,Late Chalcolithic 3-5,NA,NA,NA,Random survey
16164,6,4,1989,3,4th Millennium,rim,33,111,Random stratified survey
16165,6,4,1989,13,Second Millennium,rim,15,11,Stratified survey
16166,6,4,1989,9,Late Neolithic,base,21,18,Trench
16167,6,4,1989,3,4th Millennium,rim,29,60,Random stratified survey
16168,6,4,1989,2,Middle Chalcolithic,rim,36,44,Random survey
16169,6,4,1989,4,Early Pottery Neolithic,rim,31,25,Random survey
16170,6,4,1989,8,Halaf,base,53,113,Random survey
16171,6,4,1989,10,Early Bronze Age,rim,17,11,Test pit
16172,6,4,1989,11,Early Pottery Neolithic,base,NA,NA,Random survey
16173,6,4,1989,8,Early Pottery Neolithic,rim,37,41,Random survey
16174,6,4,1989,15,Late Neolithic,base,21,20,Random stratified survey
16175,6,4,1989,15,Early Jazira 1,NA,NA,NA,Random stratified survey
16176,6,4,1989,9,Uruk,base,21,32,Trench
16177,6,4,1989,15,Late Neolithic,rim,20,14,Random stratified survey
16178,6,4,1989,3,Early Bronze Age,base,18,10,Random stratified survey
16179,6,4,1989,13,Early Bronze Age,base,17,10,Stratified survey
16180,6,4,1989,3,Early Bronze Age,rim,17,8,Random stratified survey
16181,6,4,1989,4,Early Pottery Neolithic,rim,36,37,Random survey
16182,6,4,1989,2,Middle Chalcolithic,base,36,54,Random survey
16183,6,4,1989,15,Late Neolithic,rim,22,18,Random stratified survey
16184,6,4,1989,15,Early Jazira 1,NA,NA,NA,Random stratified survey
16185,6,4,1989,7,Early Bronze Age,base,16,12,Test pit
16186,6,4,1989,9,Early Pottery Neolithic,rim,37,49,Trench
16187,6,4,1989,11,Early Bronze Age,base,17,10,Random survey
16188,6,4,1989,9,Late Chalcolithic 3-5,NA,NA,NA,Trench
16189,6,4,1989,5,Early Bronze Age,rim,17,12,Test pit
16190,6,4,1989,14,Early Pottery Neolithic,base,36,45,Random survey
16191,6,4,1989,9,Early Pottery Neolithic,base,36,44,Trench
16192,6,4,1989,14,Pottery Neolithic,base,33,104,Random survey
16193,6,4,1989,8,Early Pottery Neolithic,base,37,46,Random survey
16194,6,4,1989,4,Early Pottery Neolithic,base,36,36,Random survey
16195,6,4,1989,9,Uruk,rim,19,19,Trench
16196,6,4,1989,8,Early Pottery Neolithic,base,37,47,Random survey
16197,6,4,1989,15,Early Bronze Age,base,17,12,Random stratified survey
16198,6,4,1989,5,Ubaid,base,24,22,Test pit
16199,6,4,1989,3,Early Bronze Age,base,17,9,Random stratified survey
16200,6,4,1989,13,Late Neolithic,base,21,14,Stratified survey
16201,6,4,1989,8,Early Pottery Neolithic,rim,50,38,Random survey
16202,6,4,1989,14,Late Neolithic,base,19,18,Random survey
16203,6,4,1989,4,Early Pottery Neolithic,rim,39,42,Random survey
16204,6,4,1989,14,Early Pottery Neolithic,base,36,40,Random survey
16205,6,4,1989,7,Late Neolithic,base,20,23,Test pit
16206,6,4,1989,4,Early Pottery Neolithic,base,36,37,Random survey
16207,6,4,1989,5,Uruk,base,22,31,Test pit
16208,6,4,1989,9,Early Pottery Neolithic,base,37,52,Trench
16209,6,4,1989,8,Early Pottery Neolithic,base,36,44,Random survey
16210,6,4,1989,15,Early Bronze Age,rim,17,5,Random stratified survey
16211,6,4,1989,13,Late Neolithic,rim,21,21,Stratified survey
16212,6,4,1989,5,Late Neolithic,base,20,21,Test pit
16213,6,4,1989,11,Early Pottery Neolithic,base,36,45,Random survey
16214,6,4,1989,10,Early Bronze Age,base,17,11,Test pit
16215,7,3,1989,21,Early Bronze Age,NA,NA,NA,Random stratified survey
16216,7,3,1989,7,Early Bronze Age,base,NA,10,Test pit
16217,7,3,1989,7,Late Neolithic,base,NA,20,Test pit
16218,7,3,1989,1,Late Chalcolithic 3-5,NA,NA,NA,Trench
16219,7,3,1989,12,Second Millennium,base,19,15,Random survey
16220,7,3,1989,17,Middle Chalcolithic,rim,NA,47,Random survey
16221,7,3,1989,21,4th Millennium,rim,NA,120,Random stratified survey
16222,7,3,1989,24,Pottery Neolithic,rim,NA,207,Test pit
16223,7,3,1989,7,Early Bronze Age,rim,NA,10,Test pit
16224,7,3,1989,12,Pottery Neolithic,rim,NA,NA,Random survey
16225,7,3,1989,18,Ninevite V,rim,NA,15,Stratified survey
16226,7,3,1989,17,Early Bronze Age,rim,NA,11,Random survey
16227,7,3,1989,17,Late Chalcolithic 3-5,NA,NA,NA,Random survey
16228,7,3,1989,21,4th Millennium,base,NA,61,Random stratified survey
16229,7,3,1989,7,Early Bronze Age,rim,NA,10,Test pit
16230,7,3,1989,7,Early Jazira 1,NA,NA,NA,Test pit
16231,7,3,1989,17,Pottery Neolithic,base,NA,84,Random survey
16232,7,3,1989,21,Pottery Neolithic,base,NA,145,Random stratified survey
16233,7,3,1989,20,Second Millennium,rim,NA,11,Stratified survey
16234,7,3,1989,1,Early Pottery Neolithic,base,37,42,Trench
16235,7,3,1989,12,Late Chalcolithic 1-2,base,21,20,Random survey
16236,7,3,1989,7,Early Bronze Age,NA,NA,NA,Test pit
16237,7,3,1989,20,Early Bronze Age,base,NA,10,Stratified survey
16238,7,3,1989,19,4th Millennium,rim,NA,80,Random stratified survey
16239,7,3,1989,17,Early Bronze Age,base,NA,10,Random survey
16240,7,3,1989,12,Early Jazira 1,NA,NA,NA,Random survey
16241,7,3,1989,20,Pottery Neolithic,base,NA,131,Stratified survey
16242,7,3,1989,7,Early Jazira 1,NA,NA,NA,Test pit
16243,7,3,1989,6,Second Millennium,rim,NA,9,Stratified survey
16244,7,3,1989,12,Early Pottery Neolithic,base,NA,48,Random survey
16245,7,3,1989,23,Early Bronze Age,rim,NA,11,Test pit
16246,7,3,1989,22,Halaf,base,NA,NA,Random survey
16247,7,3,1989,21,Early Bronze Age,rim,NA,9,Random stratified survey
16248,7,3,1989,7,Late Neolithic,rim,NA,24,Test pit
16249,7,3,1989,1,Late Chalcolithic 3-5,NA,NA,NA,Trench
16250,7,3,1989,22,Early Pottery Neolithic,rim,NA,44,Random survey
16251,7,3,1989,23,Early Bronze Age,base,NA,10,Test pit
16252,7,3,1989,18,Ninevite V,rim,NA,23,Stratified survey
16253,7,3,1989,17,Pottery Neolithic,rim,NA,73,Random survey
16254,7,3,1989,1,Middle Chalcolithic,rim,37,47,Trench
16255,7,3,1989,22,Halaf,rim,NA,119,Random survey
16256,7,3,1989,1,Uruk,base,NA,36,Trench
16257,7,3,1989,1,Late Chalcolithic 3-5,NA,NA,NA,Trench
16258,7,3,1989,17,Early Chalcolithic,base,NA,22,Random survey
16259,7,3,1989,24,Early Bronze Age,base,NA,9,Test pit
16260,7,3,1989,12,Early Jazira 1,NA,NA,NA,Random survey
16261,7,3,1989,21,Pottery Neolithic,rim,NA,160,Random stratified survey
16262,7,3,1989,24,Late Chalcolithic 3-5,NA,NA,NA,Test pit
16263,7,3,1989,23,Early Jazira 1,NA,NA,NA,Test pit
16264,7,3,1989,12,Second Millennium,rim,18,14,Random survey
16265,7,3,1989,22,Late Neolithic,rim,NA,19,Random survey
16266,7,3,1989,18,Early Bronze Age,rim,NA,10,Stratified survey
16267,7,3,1989,20,Early Pottery Neolithic,base,NA,46,Stratified survey
16268,7,3,1989,19,Late Neolithic,base,NA,21,Random stratified survey
16269,7,3,1989,17,4th Millennium,rim,NA,51,Random survey
16270,7,3,1989,24,Pottery Neolithic,rim,NA,NA,Test pit
16271,7,3,1989,21,Early Bronze Age,rim,NA,10,Random stratified survey
16272,7,4,1989,4,Early Pottery Neolithic,rim,NA,43,Random survey
16273,7,4,1989,11,Early Pottery Neolithic,rim,NA,30,Random survey
16274,7,4,1989,9,Early Pottery Neolithic,base,NA,46,Trench
16275,7,4,1989,3,4th Millennium,rim,NA,105,Random stratified survey
16276,7,4,1989,11,Middle Chalcolithic,rim,NA,52,Random survey
16277,7,4,1989,15,Late Neolithic,base,NA,16,Random stratified survey
16278,7,4,1989,14,Early Pottery Neolithic,base,NA,44,Random survey
16279,7,4,1989,3,Early Bronze Age,rim,NA,9,Random stratified survey
16280,7,4,1989,3,Early Chalcolithic,base,NA,23,Random stratified survey
16281,7,4,1989,9,Early Bronze Age,rim,NA,9,Trench
16282,7,4,1989,16,Early Bronze Age,rim,NA,8,Test pit
16283,7,4,1989,9,Early Chalcolithic,base,NA,25,Trench
16284,7,4,1989,4,Early Pottery Neolithic,rim,NA,23,Random survey
16285,7,4,1989,16,Late Neolithic,rim,NA,22,Test pit
16286,7,4,1989,2,Middle Chalcolithic,rim,NA,43,Random survey
16287,7,4,1989,8,Halaf,base,NA,102,Random survey
16288,7,4,1989,15,Early Jazira 1,NA,NA,NA,Random stratified survey
16289,7,4,1989,8,Early Pottery Neolithic,base,NA,46,Random survey
16290,7,4,1989,8,Early Pottery Neolithic,rim,NA,45,Random survey
16291,7,4,1989,14,Early Pottery Neolithic,base,NA,41,Random survey
16292,7,4,1989,2,Early Pottery Neolithic,base,NA,46,Random survey
16293,7,4,1989,16,Late Neolithic,base,NA,21,Test pit
16294,7,4,1989,8,Early Jazira 1,NA,NA,NA,Random survey
16295,7,4,1989,11,Ubaid,base,NA,16,Random survey
16296,7,4,1989,9,Late Chalcolithic 3-5,NA,NA,NA,Trench
16297,7,4,1989,14,Early Third Millennium,NA,NA,NA,Random survey
16298,7,4,1989,2,4th Millennium,base,NA,82,Random survey
16299,7,4,1989,3,Late Chalcolithic 3-5,NA,NA,NA,Random stratified survey
16300,7,4,1989,5,Early Bronze Age,rim,NA,13,Test pit
16301,7,4,1989,9,Early Pottery Neolithic,base,NA,52,Trench
16302,7,4,1989,9,Early Pottery Neolithic,rim,NA,50,Trench
16303,7,4,1989,3,Ubaid,base,NA,NA,Random stratified survey
16304,7,4,1989,4,Early Pottery Neolithic,rim,NA,42,Random survey
16305,7,4,1989,5,Early Bronze Age,rim,NA,10,Test pit
16306,7,4,1989,8,Early Pottery Neolithic,rim,NA,32,Random survey
16307,7,4,1989,13,Early Bronze Age,base,NA,10,Stratified survey
16308,7,4,1989,3,4th Millennium,base,NA,26,Random stratified survey
16309,7,4,1989,14,Early Pottery Neolithic,base,NA,46,Random survey
16310,7,4,1989,8,Uruk,rim,NA,18,Random survey
16311,7,4,1989,2,Middle Chalcolithic,base,NA,58,Random survey
16312,7,4,1989,15,Early Bronze Age,rim,NA,10,Random stratified survey
16313,7,4,1989,14,Pottery Neolithic,base,NA,116,Random survey
16314,7,4,1989,13,Second Millennium,rim,18,13,Stratified survey
16315,7,4,1989,9,Late Chalcolithic 3-5,NA,NA,NA,Trench
16316,7,4,1989,8,Early Pottery Neolithic,base,NA,48,Random survey
16317,7,4,1989,3,Early Bronze Age,rim,NA,9,Random stratified survey
16318,7,4,1989,3,Early Bronze Age,base,NA,11,Random stratified survey
16319,7,4,1989,11,Early Chalcolithic,base,NA,14,Random survey
16320,7,4,1989,4,Early Pottery Neolithic,rim,NA,51,Random survey
16321,7,4,1989,5,Ubaid,base,NA,17,Test pit
16322,7,4,1989,11,Early Pottery Neolithic,base,NA,47,Random survey
16323,7,4,1989,10,Early Bronze Age,rim,NA,8,Test pit
16324,7,4,1989,8,Early Pottery Neolithic,base,NA,NA,Random survey
16325,7,29,1989,17,Early Chalcolithic,base,21,22,Random survey
16326,7,29,1989,24,Early Chalcolithic,rim,21,19,Test pit
16327,7,29,1989,12,Early Chalcolithic,rim,21,18,Random survey
16328,7,29,1989,6,Ubaid,rim,22,19,Stratified survey
16329,7,29,1989,12,Late Neolithic,base,20,22,Random survey
16330,7,29,1989,17,Early Pottery Neolithic,rim,37,40,Random survey
16331,7,29,1989,7,Late Neolithic,NA,NA,NA,Test pit
16332,7,29,1989,6,Ubaid,base,19,10,Stratified survey
16333,7,29,1989,19,4th Millennium,rim,23,30,Random stratified survey
16334,7,29,1989,12,Early Bronze Age,NA,NA,NA,Random survey
16335,7,29,1989,20,Pottery Neolithic,base,32,88,Stratified survey
16336,7,29,1989,12,Early Chalcolithic,base,18,NA,Random survey
16337,7,29,1989,20,Early Pottery Neolithic,base,34,26,Stratified survey
16338,7,29,1989,24,Early Bronze Age,rim,16,16,Test pit
16339,7,29,1989,1,Middle Chalcolithic,rim,36,50,Trench
16340,7,29,1989,20,Pottery Neolithic,base,33,132,Stratified survey
16341,7,29,1989,22,Halaf,rim,49,102,Random survey
16342,7,29,1989,21,Early Bronze Age,rim,17,11,Random stratified survey
16343,7,29,1989,1,Early Pottery Neolithic,base,37,46,Trench
16344,7,29,1989,20,Early Pottery Neolithic,rim,35,45,Stratified survey
16345,7,29,1989,20,Early Bronze Age,rim,17,13,Stratified survey
16346,7,29,1989,20,Early Pottery Neolithic,base,NA,NA,Stratified survey
16347,7,29,1989,12,Early Pottery Neolithic,base,36,49,Random survey
16348,7,29,1989,17,Early Pottery Neolithic,base,38,51,Random survey
16349,7,29,1989,1,Middle Chalcolithic,rim,39,47,Trench
16350,7,29,1989,21,Pottery Neolithic,base,32,77,Random stratified survey
16351,7,29,1989,7,Late Neolithic,base,21,21,Test pit
16352,7,29,1989,12,Middle Chalcolithic,rim,37,52,Random survey
16353,7,29,1989,1,Ubaid,base,23,18,Trench
16354,7,29,1989,6,Late Neolithic,base,19,23,Stratified survey
16355,7,29,1989,12,Late Neolithic,base,21,14,Random survey
16356,7,29,1989,18,Ninevite V,rim,20,25,Stratified survey
16358,7,30,1989,3,4th Millennium,base,25,31,Random stratified survey
16359,7,30,1989,13,Ubaid,rim,22,19,Stratified survey
16360,7,30,1989,10,Early Bronze Age,base,16,11,Test pit
16361,7,30,1989,5,Early Chalcolithic,base,21,29,Test pit
16362,7,30,1989,9,Middle Chalcolithic,rim,34,38,Trench
16363,7,30,1989,15,Late Neolithic,base,18,18,Random stratified survey
16364,7,30,1989,11,Middle Chalcolithic,rim,35,42,Random survey
16365,7,30,1989,9,Early Pottery Neolithic,rim,36,44,Trench
16366,7,30,1989,10,Early Bronze Age,base,16,11,Test pit
16367,7,30,1989,3,Ubaid,base,20,17,Random stratified survey
16368,7,30,1989,8,Early Pottery Neolithic,rim,36,51,Random survey
16369,7,30,1989,8,Early Pottery Neolithic,rim,33,23,Random survey
16370,7,30,1989,3,Early Chalcolithic,rim,20,27,Random stratified survey
16371,7,30,1989,5,Early Bronze Age,rim,17,14,Test pit
16372,7,30,1989,11,Middle Chalcolithic,rim,37,42,Random survey
16373,7,30,1989,8,Halaf,base,NA,NA,Random survey
16374,7,30,1989,2,Middle Chalcolithic,rim,36,48,Random survey
16375,7,30,1989,9,Uruk,rim,21,31,Trench
16376,7,30,1989,4,Early Pottery Neolithic,base,36,28,Random survey
16377,7,30,1989,2,Early Pottery Neolithic,rim,37,51,Random survey
16378,7,30,1989,14,Early Pottery Neolithic,base,37,52,Random survey
16379,7,30,1989,3,Early Bronze Age,base,16,11,Random stratified survey
16380,7,30,1989,4,Early Pottery Neolithic,rim,35,44,Random survey
16381,7,30,1989,14,Early Pottery Neolithic,rim,37,41,Random survey
16382,7,30,1989,2,Second Millennium,rim,17,16,Random survey
16383,7,30,1989,8,Early Pottery Neolithic,base,37,46,Random survey
16384,7,30,1989,2,Middle Chalcolithic,base,37,58,Random survey
16385,7,30,1989,4,Early Pottery Neolithic,rim,36,40,Random survey
16386,7,30,1989,14,Late Chalcolithic 3-5,NA,NA,NA,Random survey
16387,7,30,1989,3,Early Bronze Age,rim,17,12,Random stratified survey
16388,7,30,1989,3,Ubaid,rim,23,18,Random stratified survey
16389,7,30,1989,4,Early Pottery Neolithic,base,36,47,Random survey
16390,7,30,1989,14,Early Pottery Neolithic,base,37,43,Random survey
16391,7,30,1989,13,Late Neolithic,rim,21,21,Stratified survey
16392,7,30,1989,3,Early Bronze Age,base,17,11,Random stratified survey
16393,7,30,1989,5,Ubaid,base,22,17,Test pit
16394,7,30,1989,4,Early Pottery Neolithic,base,38,47,Random survey
16395,7,30,1989,14,Early Pottery Neolithic,base,37,47,Random survey
16396,7,30,1989,14,Early Pottery Neolithic,rim,37,47,Random survey
16397,7,30,1989,5,Late Neolithic,rim,22,26,Test pit
16398,7,30,1989,14,Pottery Neolithic,base,34,151,Random survey
16399,7,30,1989,11,Early Pottery Neolithic,base,36,49,Random survey
16400,7,30,1989,2,Ubaid,base,24,17,Random survey
16401,7,30,1989,9,Early Pottery Neolithic,base,38,56,Trench
16402,7,30,1989,8,Early Pottery Neolithic,base,36,48,Random survey
16403,7,30,1989,14,Early Chalcolithic,base,21,31,Random survey
16404,7,30,1989,13,Early Jazira 1,NA,NA,NA,Stratified survey
16405,7,30,1989,11,Early Bronze Age,rim,11,8,Random survey
16406,7,30,1989,14,Early Pottery Neolithic,base,39,50,Random survey
16407,7,30,1989,2,Pottery Neolithic,rim,33,97,Random survey
16408,7,30,1989,4,Early Pottery Neolithic,base,34,45,Random survey
16409,7,30,1989,9,Early Pottery Neolithic,base,36,52,Trench
16410,7,30,1989,16,Early Bronze Age,rim,17,15,Test pit
16411,7,30,1989,2,Early Chalcolithic,base,18,22,Random survey
16412,7,30,1989,2,Middle Chalcolithic,rim,36,43,Random survey
16413,7,30,1989,4,Early Pottery Neolithic,rim,37,44,Random survey
16414,7,30,1989,8,Early Pottery Neolithic,rim,36,36,Random survey
16415,7,30,1989,14,Early Pottery Neolithic,rim,34,42,Random survey
16416,9,3,1989,1,Early Pottery Neolithic,rim,NA,NA,Trench
16417,9,3,1989,6,Ubaid,base,22,17,Stratified survey
16418,9,3,1989,1,Uruk,base,22,29,Trench
16419,9,3,1989,12,Early Chalcolithic,base,22,22,Random survey
16420,9,3,1989,17,Middle Chalcolithic,rim,36,66,Random survey
16421,9,3,1989,18,Ubaid,rim,24,15,Stratified survey
16422,9,3,1989,6,Hassuna,base,16,7,Stratified survey
16423,9,3,1989,12,Middle Chalcolithic,rim,34,51,Random survey
16424,9,3,1989,17,Early Chalcolithic,base,21,24,Random survey
16425,9,3,1989,6,Hassuna,rim,16,7,Stratified survey
16426,9,3,1989,21,4th Millennium,rim,31,127,Random stratified survey
16427,9,3,1989,1,Ubaid,base,24,17,Trench
16428,9,3,1989,23,Early Chalcolithic,base,22,27,Test pit
16429,9,3,1989,17,Middle Chalcolithic,rim,35,23,Random survey
16430,9,3,1989,12,Early Chalcolithic,rim,21,22,Random survey
16431,9,3,1989,1,Middle Chalcolithic,rim,37,54,Trench
16432,9,3,1989,22,Early Pottery Neolithic,rim,40,58,Random survey
16433,9,3,1989,1,Early Chalcolithic,rim,20,22,Trench
16434,9,3,1989,12,Late Neolithic,base,21,23,Random survey
16435,9,3,1989,22,Early Pottery Neolithic,rim,35,36,Random survey
16436,9,3,1989,1,Early Chalcolithic,rim,22,30,Trench
16437,9,3,1989,12,Early Chalcolithic,base,22,29,Random survey
16438,9,3,1989,17,Late Chalcolithic 3-5,NA,NA,NA,Random survey
16439,9,3,1989,1,Early Chalcolithic,base,21,28,Trench
16440,9,3,1989,1,Middle Chalcolithic,base,36,52,Trench
16441,9,3,1989,22,Halaf,rim,52,121,Random survey
16442,9,3,1989,1,Early Pottery Neolithic,base,37,48,Trench
16443,9,3,1989,12,Early Pottery Neolithic,base,37,49,Random survey
16444,9,3,1989,23,Early Chalcolithic,rim,22,27,Test pit
16445,9,3,1989,6,Late Neolithic,rim,19,28,Stratified survey
16446,9,3,1989,17,Pottery Neolithic,rim,33,118,Random survey
16447,9,3,1989,6,Ubaid,rim,22,18,Stratified survey
16448,9,3,1989,12,Middle Chalcolithic,rim,35,54,Random survey
16449,9,3,1989,19,Early Chalcolithic,rim,20,25,Random stratified survey
16450,9,3,1989,19,Late Neolithic,rim,22,23,Random stratified survey
16451,9,3,1989,19,4th Millennium,rim,29,100,Random stratified survey
16455,9,4,1989,11,Middle Chalcolithic,rim,35,37,Random survey
16456,9,4,1989,9,Middle Chalcolithic,rim,36,49,Trench
16457,9,4,1989,16,Late Neolithic,rim,19,27,Test pit
16458,9,4,1989,4,Early Pottery Neolithic,rim,37,40,Random survey
16459,9,4,1989,9,Middle Chalcolithic,base,36,50,Trench
16460,9,4,1989,8,Early Pottery Neolithic,base,37,46,Random survey
16461,9,4,1989,13,Early Chalcolithic,base,21,22,Stratified survey
16462,9,4,1989,3,Pottery Neolithic,base,34,208,Random stratified survey
16463,9,4,1989,8,Early Pottery Neolithic,base,38,49,Random survey
16464,9,4,1989,3,Ubaid,rim,21,16,Random stratified survey
16465,9,4,1989,14,Early Pottery Neolithic,base,37,50,Random survey
16466,9,4,1989,8,Early Pottery Neolithic,rim,37,55,Random survey
16467,9,4,1989,8,Ubaid,rim,23,15,Random survey
16468,9,4,1989,2,Middle Chalcolithic,rim,36,45,Random survey
16469,9,4,1989,9,Early Pottery Neolithic,rim,39,42,Trench
16470,9,4,1989,9,Early Pottery Neolithic,base,38,53,Trench
16471,9,4,1989,3,4th Millennium,rim,32,96,Random stratified survey
16472,9,4,1989,2,Middle Chalcolithic,base,38,56,Random survey
16473,9,4,1989,3,4th Millennium,base,22,16,Random stratified survey
16474,9,4,1989,14,Early Pottery Neolithic,base,33,46,Random survey
16475,9,4,1989,5,Early Chalcolithic,rim,19,22,Test pit
16476,9,4,1989,8,Early Pottery Neolithic,rim,36,42,Random survey
16477,9,4,1989,14,Early Pottery Neolithic,rim,33,43,Random survey
16478,9,4,1989,8,Ubaid,base,21,13,Random survey
16479,9,4,1989,14,Middle Chalcolithic,base,37,45,Random survey
16480,9,4,1989,4,Early Pottery Neolithic,base,36,47,Random survey
16481,9,4,1989,14,Early Jazira 1,NA,NA,NA,Random survey
16482,9,4,1989,3,Ubaid,base,22,16,Random stratified survey
