"","record_id","month","day","year","plot_id","period","diagnostic","length","diameter","decoration_type","ceramic_type","manufacture_technique","recovery_method"
"20878",22406,6,28,1995,4,"Early Pottery Neolithic","rim",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20879",22411,6,28,1995,4,"Early Pottery Neolithic","base",36,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20880",22429,6,28,1995,4,"Early Pottery Neolithic","rim",35,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20881",22490,7,21,1995,4,"Early Pottery Neolithic","base",38,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20882",22501,7,21,1995,4,"Early Pottery Neolithic","rim",36,57,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20883",22522,7,21,1995,4,"Early Pottery Neolithic","rim",34,34,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20884",22610,8,27,1995,4,"Early Pottery Neolithic","base",37,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20885",22628,8,27,1995,4,"Early Pottery Neolithic","base",39,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20886",22634,8,27,1995,4,"Early Pottery Neolithic","rim",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20887",22747,9,24,1995,4,"Early Pottery Neolithic","base",34,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20888",22797,9,24,1995,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20889",22808,9,24,1995,4,"Early Pottery Neolithic","rim",34,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20890",22815,9,24,1995,4,"Early Pottery Neolithic",NA,NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20891",22932,10,29,1995,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20892",22951,10,29,1995,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20893",22960,10,29,1995,4,"Early Pottery Neolithic","rim",36,34,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20894",22972,10,29,1995,4,"Early Pottery Neolithic","rim",37,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20895",22977,10,29,1995,4,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20896",23061,12,3,1995,4,"Early Pottery Neolithic","base",38,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20897",23067,12,3,1995,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20898",23097,12,3,1995,4,"Early Pottery Neolithic","base",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20899",23109,12,3,1995,4,"Early Pottery Neolithic","rim",38,63,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20900",23112,12,3,1995,4,"Early Pottery Neolithic","rim",39,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20901",23175,12,22,1995,4,"Early Pottery Neolithic","base",NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20902",23183,12,22,1995,4,"Early Pottery Neolithic","rim",37,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20903",23190,12,22,1995,4,"Early Pottery Neolithic","base",40,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20904",23194,12,22,1995,4,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20905",23201,12,22,1995,4,"Early Pottery Neolithic","base",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20906",23281,1,28,1996,4,"Early Pottery Neolithic","base",37,55,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20907",23295,1,28,1996,4,"Early Pottery Neolithic","base",36,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20908",23300,1,28,1996,4,"Early Pottery Neolithic","rim",36,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20909",23302,1,28,1996,4,"Early Pottery Neolithic","base",38,54,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20910",23303,1,28,1996,4,"Early Pottery Neolithic","base",37,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20911",23310,1,28,1996,4,"Early Pottery Neolithic","rim",38,62,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20912",23424,2,25,1996,4,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20913",23427,2,25,1996,4,"Early Pottery Neolithic","rim",38,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20914",23443,2,25,1996,4,"Early Pottery Neolithic","base",38,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20915",23449,2,25,1996,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20916",23454,2,25,1996,4,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20917",23749,4,15,1996,4,"Early Pottery Neolithic","rim",37,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20918",23759,4,15,1996,4,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20919",23771,4,15,1996,4,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20920",23779,4,15,1996,4,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20921",23813,4,15,1996,4,"Early Pottery Neolithic","base",40,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20922",23841,4,15,1996,4,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20923",23855,4,15,1996,4,"Early Pottery Neolithic","base",37,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20924",23970,5,24,1996,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20925",23983,5,24,1996,4,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20926",24005,5,24,1996,4,"Early Pottery Neolithic","base",38,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20927",24096,6,14,1996,4,"Early Pottery Neolithic","base",38,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20928",24111,6,14,1996,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20929",24115,6,14,1996,4,"Early Pottery Neolithic","base",38,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20930",24153,6,14,1996,4,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20931",24231,7,21,1996,4,"Early Pottery Neolithic","base",39,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20932",24237,7,21,1996,4,"Early Pottery Neolithic","base",40,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20933",24256,7,21,1996,4,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20934",24275,7,21,1996,4,"Early Pottery Neolithic","base",38,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20935",24345,8,15,1996,4,"Early Pottery Neolithic","base",37,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20936",24356,8,15,1996,4,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20937",24460,9,22,1996,4,"Early Pottery Neolithic","base",36,54,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20938",24475,9,22,1996,4,"Early Pottery Neolithic","base",38,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20939",24512,9,22,1996,4,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20940",24618,10,13,1996,4,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20941",24626,10,13,1996,4,"Early Pottery Neolithic","rim",36,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20942",24631,10,13,1996,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20943",24646,10,13,1996,4,"Early Pottery Neolithic","base",38,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20944",24651,10,13,1996,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20945",24731,11,17,1996,4,"Early Pottery Neolithic","rim",36,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20946",24738,11,17,1996,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20947",24758,11,17,1996,4,"Early Pottery Neolithic","base",38,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20948",24765,11,17,1996,4,"Early Pottery Neolithic","rim",37,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20949",24771,11,17,1996,4,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20950",24773,11,17,1996,4,"Early Pottery Neolithic","base",38,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20951",24871,12,19,1996,4,"Early Pottery Neolithic","base",38,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20952",24878,12,19,1996,4,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20953",24880,12,19,1996,4,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20954",24881,12,19,1996,4,"Early Pottery Neolithic","rim",38,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20955",24893,12,19,1996,4,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20956",24909,12,19,1996,4,"Early Pottery Neolithic","base",40,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20957",24918,12,19,1996,4,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20958",25037,2,9,1997,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20959",25043,2,9,1997,4,"Early Pottery Neolithic","rim",38,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20960",25044,2,9,1997,4,"Early Pottery Neolithic","base",38,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20961",25060,2,9,1997,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20962",25064,2,9,1997,4,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20963",25072,2,9,1997,4,"Early Pottery Neolithic","base",35,56,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20964",25098,2,9,1997,4,"Early Pottery Neolithic","rim",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20965",25103,2,9,1997,4,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20966",25123,2,9,1997,4,"Early Pottery Neolithic","base",40,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20967",25131,2,9,1997,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20968",25155,2,9,1997,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20969",25315,3,16,1997,4,"Early Pottery Neolithic","base",37,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20970",25322,3,16,1997,4,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20971",25324,3,16,1997,4,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20972",25349,3,16,1997,4,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20973",25381,3,16,1997,4,"Early Pottery Neolithic","base",35,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20974",25383,3,16,1997,4,"Early Pottery Neolithic","rim",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20975",25393,3,16,1997,4,"Early Pottery Neolithic","base",39,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20976",25565,4,13,1997,4,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20977",25572,4,13,1997,4,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20978",25614,4,13,1997,4,"Early Pottery Neolithic","rim",37,59,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20979",25618,4,13,1997,4,"Early Pottery Neolithic","base",37,55,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20980",25642,4,13,1997,4,"Early Pottery Neolithic","base",38,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20981",25670,4,13,1997,4,"Early Pottery Neolithic","base",35,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20982",25861,5,11,1997,4,"Early Pottery Neolithic","base",37,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20983",25907,5,11,1997,4,"Early Pottery Neolithic","rim",36,58,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20984",25911,5,11,1997,4,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20985",25925,5,11,1997,4,"Early Pottery Neolithic","rim",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20986",25946,6,9,1997,4,"Early Pottery Neolithic","base",38,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20987",25947,6,9,1997,4,"Early Pottery Neolithic","rim",37,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20988",25982,6,9,1997,4,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20989",25987,6,9,1997,4,"Early Pottery Neolithic","base",37,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20990",25988,6,9,1997,4,"Early Pottery Neolithic","base",38,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20991",26011,6,9,1997,4,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20992",26016,6,9,1997,4,"Early Pottery Neolithic","base",38,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20993",26029,6,9,1997,4,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20994",26265,7,9,1997,4,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20995",26276,7,9,1997,4,"Early Pottery Neolithic","rim",36,30,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20996",26311,7,9,1997,4,"Early Pottery Neolithic","rim",35,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20997",26324,7,9,1997,4,"Early Pottery Neolithic","base",38,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20998",26419,7,9,1997,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"20999",26478,7,9,1997,4,"Early Pottery Neolithic","rim",37,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21000",26497,7,9,1997,4,"Early Pottery Neolithic","base",38,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21001",26670,7,30,1997,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21002",26675,7,30,1997,4,"Early Pottery Neolithic","rim",33,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21003",26728,7,30,1997,4,"Early Pottery Neolithic","base",33,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21004",26736,7,30,1997,4,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21005",26742,7,30,1997,4,"Early Pottery Neolithic","base",39,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21006",26768,7,30,1997,4,"Early Pottery Neolithic","rim",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21007",26875,9,28,1997,4,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21008",26887,9,28,1997,4,"Early Pottery Neolithic","base",35,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21009",26890,9,28,1997,4,"Early Pottery Neolithic","rim",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21010",26895,9,28,1997,4,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21011",26896,9,28,1997,4,"Early Pottery Neolithic","base",37,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21012",26923,9,28,1997,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21013",26932,9,28,1997,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21014",27057,10,26,1997,4,"Early Pottery Neolithic","base",35,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21015",27083,10,26,1997,4,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21016",27085,10,26,1997,4,"Early Pottery Neolithic","rim",38,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21017",27086,10,26,1997,4,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21018",27088,10,26,1997,4,"Early Pottery Neolithic","rim",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21019",27129,10,26,1997,4,"Early Pottery Neolithic","rim",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21020",27164,11,22,1997,4,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21021",27186,11,22,1997,4,"Early Pottery Neolithic","base",36,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21022",27195,11,22,1997,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21023",27204,11,22,1997,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21024",27216,11,22,1997,4,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21025",27223,11,22,1997,4,"Early Pottery Neolithic","rim",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21026",27292,11,22,1997,4,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21027",27358,12,29,1997,4,"Early Pottery Neolithic","base",34,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21028",27370,12,29,1997,4,"Early Pottery Neolithic","base",38,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21029",27384,12,29,1997,4,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21030",27395,12,29,1997,4,"Early Pottery Neolithic","rim",35,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21031",27403,12,29,1997,4,"Early Pottery Neolithic","rim",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21032",27482,2,1,1998,4,"Early Pottery Neolithic","base",39,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21033",27490,2,1,1998,4,"Early Pottery Neolithic","base",38,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21034",27504,2,1,1998,4,"Early Pottery Neolithic","rim",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21035",27509,2,1,1998,4,"Early Pottery Neolithic","base",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21036",27513,2,1,1998,4,"Early Pottery Neolithic","base",35,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21037",27517,2,1,1998,4,"Early Pottery Neolithic","base",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21038",27522,2,1,1998,4,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21039",27529,2,1,1998,4,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21040",27608,3,2,1998,4,"Early Pottery Neolithic","rim",36,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21041",27612,3,2,1998,4,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21042",27616,3,2,1998,4,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21043",27630,3,2,1998,4,"Early Pottery Neolithic","rim",NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21044",27637,3,2,1998,4,"Early Pottery Neolithic","rim",35,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21045",27645,3,2,1998,4,"Early Pottery Neolithic","base",35,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21046",27647,3,2,1998,4,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21047",27654,3,2,1998,4,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21048",27656,3,2,1998,4,"Early Pottery Neolithic","rim",35,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21049",27811,5,3,1998,4,"Early Pottery Neolithic","rim",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21050",27838,5,3,1998,4,"Early Pottery Neolithic","rim",36,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21051",27839,5,3,1998,4,"Early Pottery Neolithic","base",34,26,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21052",27841,5,3,1998,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21053",27954,5,29,1998,4,"Early Pottery Neolithic","base",35,29,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21054",27963,5,29,1998,4,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21055",27972,5,29,1998,4,"Early Pottery Neolithic","base",34,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21056",28006,5,29,1998,4,"Early Pottery Neolithic","rim",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21057",28007,5,29,1998,4,"Early Pottery Neolithic","rim",35,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21058",28111,6,28,1998,4,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21059",28117,6,28,1998,4,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21060",28130,6,28,1998,4,"Early Pottery Neolithic","rim",36,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21061",28275,7,19,1998,4,"Early Pottery Neolithic","base",34,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21062",28279,7,19,1998,4,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21063",28282,7,19,1998,4,"Early Pottery Neolithic","rim",32,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21064",28284,7,19,1998,4,"Early Pottery Neolithic","rim",35,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21065",28420,8,23,1998,4,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21066",28421,8,23,1998,4,"Early Pottery Neolithic","rim",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21067",28423,8,23,1998,4,"Early Pottery Neolithic","rim",35,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21068",28425,8,23,1998,4,"Early Pottery Neolithic","base",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21069",28574,9,20,1998,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21070",28576,9,20,1998,4,"Early Pottery Neolithic","base",36,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21071",28578,9,20,1998,4,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21072",28745,10,25,1998,4,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21073",28746,10,25,1998,4,"Early Pottery Neolithic","base",35,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21074",28747,10,25,1998,4,"Early Pottery Neolithic","base",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21075",28748,10,25,1998,4,"Early Pottery Neolithic","base",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21076",28749,10,25,1998,4,"Early Pottery Neolithic","rim",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21077",28750,10,25,1998,4,"Early Pottery Neolithic","base",35,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21078",28873,11,22,1998,4,"Early Pottery Neolithic","rim",35,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21079",28874,11,22,1998,4,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21080",28875,11,22,1998,4,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21081",28876,11,22,1998,4,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21082",28877,11,22,1998,4,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21083",28878,11,22,1998,4,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21084",28879,11,22,1998,4,"Early Pottery Neolithic","base",35,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21085",28880,11,22,1998,4,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21086",28980,12,23,1998,4,"Early Pottery Neolithic","rim",35,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21087",28981,12,23,1998,4,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21088",28982,12,23,1998,4,"Early Pottery Neolithic","base",36,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21089",28983,12,23,1998,4,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21090",28984,12,23,1998,4,"Early Pottery Neolithic","base",35,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21091",28985,12,23,1998,4,"Early Pottery Neolithic","base",35,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21092",29098,1,17,1999,4,"Early Pottery Neolithic","rim",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"21093",29099,1,17,1999,4,"Early Pottery Neolithic","base",36,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
